"type","Fleet","Fleet_Name","Yr","Seas","Nsamp_in","Nsamp_adj","effN"
"h=0.85",1,"F1_JPLL_A13_Q1_wt",2011,1,261.75,72.0388,448.301
"h=0.85",1,"F1_JPLL_A13_Q1_wt",2012,1,298.33,82.1064,257.735
"h=0.85",1,"F1_JPLL_A13_Q1_wt",2013,1,138.71,38.1758,202.926
"h=0.85",1,"F1_JPLL_A13_Q1_wt",2014,1,164.52,45.2792,53.8685
"h=0.85",1,"F1_JPLL_A13_Q1_wt",2015,1,253.56,69.7848,217.625
"h=0.85",1,"F1_JPLL_A13_Q1_wt",2016,1,246.7,67.8968,200.948
"h=0.85",1,"F1_JPLL_A13_Q1_wt",2017,1,199.39,54.8761,195.334
"h=0.85",1,"F1_JPLL_A13_Q1_wt",2018,1,146.91,40.4326,91.7141
"h=0.85",1,"F1_JPLL_A13_Q1_wt",2019,1,132.24,36.3951,70.2599
"h=0.85",1,"F1_JPLL_A13_Q1_wt",2020,1,152.93,42.0894,176.216
"h=0.85",1,"F1_JPLL_A13_Q1_wt",2021,1,184.29,50.7203,64.3384
"h=0.85",1,"F1_JPLL_A13_Q1_wt",2022,1,191.86,52.8037,41.3059
"h=0.85",1,"F1_JPLL_A13_Q1_wt",2023,1,196.68,54.1303,360.653
"h=0.85",1,"F1_JPLL_A13_Q1_wt",2024,1,77.44,21.313,43.403
"h=0.85",2,"F2_JPLL_A13_Q2_wt",1996,2,9.74,2.14572,12.2269
"h=0.85",2,"F2_JPLL_A13_Q2_wt",1997,2,22.66,4.992,54.6739
"h=0.85",2,"F2_JPLL_A13_Q2_wt",2000,2,1.16,0.255548,7.8696
"h=0.85",2,"F2_JPLL_A13_Q2_wt",2001,2,93.34,20.5628,61.5279
"h=0.85",2,"F2_JPLL_A13_Q2_wt",2002,2,171.01,37.6735,27.5371
"h=0.85",2,"F2_JPLL_A13_Q2_wt",2003,2,154.28,33.9879,52.742
"h=0.85",2,"F2_JPLL_A13_Q2_wt",2004,2,156.2,34.4109,24.4052
"h=0.85",2,"F2_JPLL_A13_Q2_wt",2005,2,317.81,70.0135,28.877
"h=0.85",2,"F2_JPLL_A13_Q2_wt",2006,2,215.61,47.4989,88.3022
"h=0.85",2,"F2_JPLL_A13_Q2_wt",2007,2,150.55,33.1662,251.597
"h=0.85",2,"F2_JPLL_A13_Q2_wt",2008,2,182.61,40.229,51.6721
"h=0.85",2,"F2_JPLL_A13_Q2_wt",2009,2,152.31,33.5539,90.2025
"h=0.85",2,"F2_JPLL_A13_Q2_wt",2010,2,109.97,24.2264,101.309
"h=0.85",2,"F2_JPLL_A13_Q2_wt",2011,2,128.75,28.3636,47.5187
"h=0.85",2,"F2_JPLL_A13_Q2_wt",2012,2,120.39,26.5219,98.3334
"h=0.85",2,"F2_JPLL_A13_Q2_wt",2013,2,93.57,20.6135,91.104
"h=0.85",2,"F2_JPLL_A13_Q2_wt",2014,2,89.49,19.7146,56.067
"h=0.85",2,"F2_JPLL_A13_Q2_wt",2015,2,80.71,17.7804,54.9855
"h=0.85",2,"F2_JPLL_A13_Q2_wt",2016,2,84.47,18.6087,34.0802
"h=0.85",2,"F2_JPLL_A13_Q2_wt",2017,2,65.57,14.4451,62.9359
"h=0.85",2,"F2_JPLL_A13_Q2_wt",2018,2,37.79,8.32514,26.0118
"h=0.85",2,"F2_JPLL_A13_Q2_wt",2019,2,38.18,8.41105,47.3989
"h=0.85",2,"F2_JPLL_A13_Q2_wt",2020,2,47.99,10.5722,157.239
"h=0.85",2,"F2_JPLL_A13_Q2_wt",2021,2,94.24,20.7611,10.6974
"h=0.85",2,"F2_JPLL_A13_Q2_wt",2022,2,44.87,9.88486,5.86729
"h=0.85",2,"F2_JPLL_A13_Q2_wt",2023,2,52.51,11.568,48.0645
"h=0.85",2,"F2_JPLL_A13_Q2_wt",2024,2,46.62,10.2704,19.4712
"h=0.85",3,"F3_JPLL_A13_Q3_wt",2000,3,1.06,0.291733,45.6094
"h=0.85",3,"F3_JPLL_A13_Q3_wt",2001,3,15.03,4.13656,11.5203
"h=0.85",3,"F3_JPLL_A13_Q3_wt",2002,3,9.45,2.60083,25.6548
"h=0.85",3,"F3_JPLL_A13_Q3_wt",2003,3,8.19,2.25405,10.0906
"h=0.85",3,"F3_JPLL_A13_Q3_wt",2004,3,2.9,0.798138,8.06071
"h=0.85",3,"F3_JPLL_A13_Q3_wt",2005,3,16.29,4.48333,34.101
"h=0.85",3,"F3_JPLL_A13_Q3_wt",2006,3,4.86,1.33757,16.5847
"h=0.85",3,"F3_JPLL_A13_Q3_wt",2007,3,8.8,2.42194,26.6544
"h=0.85",3,"F3_JPLL_A13_Q3_wt",2008,3,1.16,0.319255,52.2382
"h=0.85",3,"F3_JPLL_A13_Q3_wt",2009,3,1.17,0.322007,9.16436
"h=0.85",3,"F3_JPLL_A13_Q3_wt",2010,3,4.67,1.28528,37.6402
"h=0.85",3,"F3_JPLL_A13_Q3_wt",2011,3,11.53,3.17329,25.4211
"h=0.85",3,"F3_JPLL_A13_Q3_wt",2012,3,3.91,1.07611,17.7906
"h=0.85",3,"F3_JPLL_A13_Q3_wt",2013,3,5.32,1.46417,46.1949
"h=0.85",3,"F3_JPLL_A13_Q3_wt",2014,3,4.26,1.17244,12.8989
"h=0.85",3,"F3_JPLL_A13_Q3_wt",2015,3,20.97,5.77136,19.7631
"h=0.85",3,"F3_JPLL_A13_Q3_wt",2016,3,6.01,1.65407,32.7882
"h=0.85",3,"F3_JPLL_A13_Q3_wt",2017,3,0.98,0.269716,19.1909
"h=0.85",3,"F3_JPLL_A13_Q3_wt",2018,3,0.56,0.154123,11.7325
"h=0.85",3,"F3_JPLL_A13_Q3_wt",2019,3,3.89,1.07061,12.2311
"h=0.85",3,"F3_JPLL_A13_Q3_wt",2020,3,2.13,0.586219,24.3204
"h=0.85",3,"F3_JPLL_A13_Q3_wt",2021,3,0.85,0.233937,22.6462
"h=0.85",3,"F3_JPLL_A13_Q3_wt",2022,3,3.4,0.935748,27.0789
"h=0.85",3,"F3_JPLL_A13_Q3_wt",2023,3,2.33,0.641263,12.3323
"h=0.85",3,"F3_JPLL_A13_Q3_wt",2024,3,5.18,1.42564,37.7609
"h=0.85",4,"F4_JPLL_A13_Q4_wt",1996,4,13.35,3.67419,23.5426
"h=0.85",4,"F4_JPLL_A13_Q4_wt",1999,4,27.9,7.67864,80.7423
"h=0.85",4,"F4_JPLL_A13_Q4_wt",2000,4,28.08,7.72818,51.8013
"h=0.85",4,"F4_JPLL_A13_Q4_wt",2001,4,177.59,48.8763,308.043
"h=0.85",4,"F4_JPLL_A13_Q4_wt",2002,4,107.96,29.7128,23.938
"h=0.85",4,"F4_JPLL_A13_Q4_wt",2003,4,114.86,31.6118,43.1233
"h=0.85",4,"F4_JPLL_A13_Q4_wt",2004,4,127.64,35.1291,137.735
"h=0.85",4,"F4_JPLL_A13_Q4_wt",2005,4,195.26,53.7395,43.4719
"h=0.85",4,"F4_JPLL_A13_Q4_wt",2006,4,177.92,48.9671,106.012
"h=0.85",4,"F4_JPLL_A13_Q4_wt",2007,4,206.57,56.8522,374.786
"h=0.85",4,"F4_JPLL_A13_Q4_wt",2008,4,78.8,21.6873,91.5333
"h=0.85",4,"F4_JPLL_A13_Q4_wt",2009,4,131.01,36.0566,314.643
"h=0.85",4,"F4_JPLL_A13_Q4_wt",2010,4,93.89,25.8404,75.5805
"h=0.85",4,"F4_JPLL_A13_Q4_wt",2011,4,144.18,39.6812,137.01
"h=0.85",4,"F4_JPLL_A13_Q4_wt",2012,4,94.43,25.989,87.6103
"h=0.85",4,"F4_JPLL_A13_Q4_wt",2013,4,89.55,24.646,35.2396
"h=0.85",4,"F4_JPLL_A13_Q4_wt",2014,4,142.85,39.3152,117.392
"h=0.85",4,"F4_JPLL_A13_Q4_wt",2015,4,178.28,49.0662,84.6424
"h=0.85",4,"F4_JPLL_A13_Q4_wt",2016,4,100.33,27.6128,70.8879
"h=0.85",4,"F4_JPLL_A13_Q4_wt",2017,4,81.23,22.3561,249.635
"h=0.85",4,"F4_JPLL_A13_Q4_wt",2018,4,58.7,16.1554,217.163
"h=0.85",4,"F4_JPLL_A13_Q4_wt",2019,4,172.18,47.3874,112.949
"h=0.85",4,"F4_JPLL_A13_Q4_wt",2020,4,101.19,27.8495,78.414
"h=0.85",4,"F4_JPLL_A13_Q4_wt",2021,4,57.23,15.7508,50.0007
"h=0.85",4,"F4_JPLL_A13_Q4_wt",2022,4,77.08,21.214,50.0888
"h=0.85",4,"F4_JPLL_A13_Q4_wt",2023,4,27.6,7.59607,25.554
"h=0.85",4,"F4_JPLL_A13_Q4_wt",2024,4,24.67,6.78968,32.0581
"h=0.85",9,"F9_JPLL_A2_Q1_wt",1994,1,45.41,12.4977,61.2917
"h=0.85",9,"F9_JPLL_A2_Q1_wt",1996,1,20.33,5.59522,58.0018
"h=0.85",9,"F9_JPLL_A2_Q1_wt",1997,1,35.08,9.65472,40.1079
"h=0.85",9,"F9_JPLL_A2_Q1_wt",1999,1,25.9,7.1282,47.2615
"h=0.85",9,"F9_JPLL_A2_Q1_wt",2000,1,26.83,7.38415,53.8553
"h=0.85",9,"F9_JPLL_A2_Q1_wt",2001,1,36.98,10.1776,197.444
"h=0.85",9,"F9_JPLL_A2_Q1_wt",2002,1,104.61,28.7908,538.883
"h=0.85",9,"F9_JPLL_A2_Q1_wt",2003,1,152.5,41.9711,239.783
"h=0.85",9,"F9_JPLL_A2_Q1_wt",2004,1,59.66,16.4196,73.8004
"h=0.85",9,"F9_JPLL_A2_Q1_wt",2005,1,52.27,14.3857,96.1898
"h=0.85",9,"F9_JPLL_A2_Q1_wt",2006,1,93.11,25.6257,112.203
"h=0.85",9,"F9_JPLL_A2_Q1_wt",2007,1,103.49,28.4825,67.0032
"h=0.85",9,"F9_JPLL_A2_Q1_wt",2008,1,68.31,18.8003,149.294
"h=0.85",9,"F9_JPLL_A2_Q1_wt",2009,1,49.41,13.5986,89.2788
"h=0.85",9,"F9_JPLL_A2_Q1_wt",2010,1,58.13,15.9985,341.838
"h=0.85",9,"F9_JPLL_A2_Q1_wt",2011,1,61.4,16.8985,97.3109
"h=0.85",9,"F9_JPLL_A2_Q1_wt",2012,1,61.23,16.8517,109.365
"h=0.85",9,"F9_JPLL_A2_Q1_wt",2013,1,35.54,9.78132,265.097
"h=0.85",9,"F9_JPLL_A2_Q1_wt",2014,1,32.39,8.91438,145.366
"h=0.85",9,"F9_JPLL_A2_Q1_wt",2015,1,130.79,35.996,421.177
"h=0.85",9,"F9_JPLL_A2_Q1_wt",2016,1,104.54,28.7715,220.85
"h=0.85",9,"F9_JPLL_A2_Q1_wt",2017,1,47.36,13.0344,85.6261
"h=0.85",9,"F9_JPLL_A2_Q1_wt",2018,1,72.37,19.9177,157.287
"h=0.85",9,"F9_JPLL_A2_Q1_wt",2019,1,130.07,35.7979,126.819
"h=0.85",9,"F9_JPLL_A2_Q1_wt",2020,1,18.64,5.1301,24.4871
"h=0.85",9,"F9_JPLL_A2_Q1_wt",2021,1,24.14,6.64381,39.4868
"h=0.85",9,"F9_JPLL_A2_Q1_wt",2022,1,14.79,4.0705,309.007
"h=0.85",9,"F9_JPLL_A2_Q1_wt",2023,1,17.54,4.82736,32.8162
"h=0.85",9,"F9_JPLL_A2_Q1_wt",2024,1,22.31,6.14016,56.8214
"h=0.85",10,"F10_JPLL_A2_Q2_wt_9624",2000,2,5.01,1.37885,31.9617
"h=0.85",10,"F10_JPLL_A2_Q2_wt_9624",2001,2,39.24,10.7996,126.08
"h=0.85",10,"F10_JPLL_A2_Q2_wt_9624",2002,2,72.89,20.0608,242.077
"h=0.85",10,"F10_JPLL_A2_Q2_wt_9624",2003,2,53.37,14.6885,16.3186
"h=0.85",10,"F10_JPLL_A2_Q2_wt_9624",2004,2,52.41,14.4243,251.996
"h=0.85",10,"F10_JPLL_A2_Q2_wt_9624",2005,2,51.36,14.1353,87.3631
"h=0.85",10,"F10_JPLL_A2_Q2_wt_9624",2006,2,33.2,9.1373,100.931
"h=0.85",10,"F10_JPLL_A2_Q2_wt_9624",2007,2,18.52,5.09707,90.2615
"h=0.85",10,"F10_JPLL_A2_Q2_wt_9624",2008,2,43.56,11.9886,67.9151
"h=0.85",10,"F10_JPLL_A2_Q2_wt_9624",2009,2,42.29,11.6391,161.892
"h=0.85",10,"F10_JPLL_A2_Q2_wt_9624",2010,2,48.58,13.3702,525.023
"h=0.85",10,"F10_JPLL_A2_Q2_wt_9624",2011,2,84.13,23.1543,91.6959
"h=0.85",10,"F10_JPLL_A2_Q2_wt_9624",2012,2,83.22,22.9038,79.1593
"h=0.85",10,"F10_JPLL_A2_Q2_wt_9624",2013,2,75.35,20.7378,402.802
"h=0.85",10,"F10_JPLL_A2_Q2_wt_9624",2014,2,79.88,21.9846,391.127
"h=0.85",10,"F10_JPLL_A2_Q2_wt_9624",2015,2,155.66,42.8407,142.103
"h=0.85",10,"F10_JPLL_A2_Q2_wt_9624",2016,2,81.2,22.3479,270.124
"h=0.85",10,"F10_JPLL_A2_Q2_wt_9624",2017,2,66.65,18.3434,142.376
"h=0.85",10,"F10_JPLL_A2_Q2_wt_9624",2018,2,77.73,21.3929,164.224
"h=0.85",10,"F10_JPLL_A2_Q2_wt_9624",2019,2,84.57,23.2754,134.781
"h=0.85",10,"F10_JPLL_A2_Q2_wt_9624",2020,2,52.17,14.3582,234.23
"h=0.85",10,"F10_JPLL_A2_Q2_wt_9624",2021,2,77.36,21.291,33.8533
"h=0.85",10,"F10_JPLL_A2_Q2_wt_9624",2022,2,65.69,18.0792,108.291
"h=0.85",10,"F10_JPLL_A2_Q2_wt_9624",2023,2,45.82,12.6106,21.7586
"h=0.85",10,"F10_JPLL_A2_Q2_wt_9624",2024,2,32.74,9.0107,51.2158
"h=0.85",11,"F11_JPLL_A2_Q3_wt",2001,3,64.63,17.7875,168.549
"h=0.85",11,"F11_JPLL_A2_Q3_wt",2002,3,36.31,9.99324,96.7438
"h=0.85",11,"F11_JPLL_A2_Q3_wt",2003,3,55.74,15.3408,73.6387
"h=0.85",11,"F11_JPLL_A2_Q3_wt",2004,3,56.73,15.6132,143.923
"h=0.85",11,"F11_JPLL_A2_Q3_wt",2005,3,69.45,19.114,69.7493
"h=0.85",11,"F11_JPLL_A2_Q3_wt",2006,3,33.77,9.29418,155.628
"h=0.85",11,"F11_JPLL_A2_Q3_wt",2007,3,65.77,18.1012,91.7229
"h=0.85",11,"F11_JPLL_A2_Q3_wt",2008,3,57.09,15.7123,62.5486
"h=0.85",11,"F11_JPLL_A2_Q3_wt",2009,3,58.83,16.1912,98.6242
"h=0.85",11,"F11_JPLL_A2_Q3_wt",2010,3,59.15,16.2793,166.487
"h=0.85",11,"F11_JPLL_A2_Q3_wt",2011,3,45.92,12.6381,1215.13
"h=0.85",11,"F11_JPLL_A2_Q3_wt",2012,3,66.16,18.2086,255.723
"h=0.85",11,"F11_JPLL_A2_Q3_wt",2013,3,109.29,30.0788,222.986
"h=0.85",11,"F11_JPLL_A2_Q3_wt",2014,3,140.97,38.7978,183.139
"h=0.85",11,"F11_JPLL_A2_Q3_wt",2015,3,81.02,22.2983,206.466
"h=0.85",11,"F11_JPLL_A2_Q3_wt",2016,3,117.07,32.22,222.934
"h=0.85",11,"F11_JPLL_A2_Q3_wt",2017,3,116.75,32.1319,249.627
"h=0.85",11,"F11_JPLL_A2_Q3_wt",2018,3,91.1,25.0725,256.297
"h=0.85",11,"F11_JPLL_A2_Q3_wt",2019,3,143.68,39.5436,136.187
"h=0.85",11,"F11_JPLL_A2_Q3_wt",2020,3,52.09,14.3362,9.33894
"h=0.85",11,"F11_JPLL_A2_Q3_wt",2021,3,69.94,19.2489,42.7109
"h=0.85",11,"F11_JPLL_A2_Q3_wt",2022,3,57.2,15.7426,55.5565
"h=0.85",11,"F11_JPLL_A2_Q3_wt",2023,3,71.85,19.7746,20.8739
"h=0.85",11,"F11_JPLL_A2_Q3_wt",2024,3,79.67,21.9268,148.556
"h=0.85",12,"F12_JPLL_A2_Q4_wt",1994,4,2.07,0.569705,44.3295
"h=0.85",12,"F12_JPLL_A2_Q4_wt",1996,4,12.02,3.30814,41.3598
"h=0.85",12,"F12_JPLL_A2_Q4_wt",1997,4,7.88,2.16873,51.6383
"h=0.85",12,"F12_JPLL_A2_Q4_wt",1999,4,6.26,1.72288,62.3071
"h=0.85",12,"F12_JPLL_A2_Q4_wt",2001,4,87.86,24.1808,162.811
"h=0.85",12,"F12_JPLL_A2_Q4_wt",2002,4,58.81,16.1857,106.193
"h=0.85",12,"F12_JPLL_A2_Q4_wt",2003,4,70.3,19.348,42.6843
"h=0.85",12,"F12_JPLL_A2_Q4_wt",2004,4,5.08,1.39812,69.1983
"h=0.85",12,"F12_JPLL_A2_Q4_wt",2005,4,54.27,14.9362,46.68
"h=0.85",12,"F12_JPLL_A2_Q4_wt",2006,4,21.78,5.99429,267.672
"h=0.85",12,"F12_JPLL_A2_Q4_wt",2007,4,26.63,7.32911,68.3909
"h=0.85",12,"F12_JPLL_A2_Q4_wt",2008,4,15.62,4.29894,318.299
"h=0.85",12,"F12_JPLL_A2_Q4_wt",2009,4,15.08,4.15032,269.371
"h=0.85",12,"F12_JPLL_A2_Q4_wt",2010,4,12.89,3.54759,82.1444
"h=0.85",12,"F12_JPLL_A2_Q4_wt",2011,4,29.91,8.23183,260.06
"h=0.85",12,"F12_JPLL_A2_Q4_wt",2012,4,39.48,10.8657,56.5579
"h=0.85",12,"F12_JPLL_A2_Q4_wt",2013,4,27.61,7.59882,47.5464
"h=0.85",12,"F12_JPLL_A2_Q4_wt",2014,4,86.45,23.7928,291.492
"h=0.85",12,"F12_JPLL_A2_Q4_wt",2015,4,57.16,15.7316,126.624
"h=0.85",12,"F12_JPLL_A2_Q4_wt",2016,4,74.68,20.5534,137.931
"h=0.85",12,"F12_JPLL_A2_Q4_wt",2017,4,136.62,37.6006,112.159
"h=0.85",12,"F12_JPLL_A2_Q4_wt",2018,4,91.38,25.1496,140.315
"h=0.85",12,"F12_JPLL_A2_Q4_wt",2019,4,78.77,21.6791,109.11
"h=0.85",12,"F12_JPLL_A2_Q4_wt",2020,4,42.46,11.6858,103.612
"h=0.85",12,"F12_JPLL_A2_Q4_wt",2021,4,51.01,14.039,96.0079
"h=0.85",12,"F12_JPLL_A2_Q4_wt",2022,4,43.66,12.0161,51.0234
"h=0.85",12,"F12_JPLL_A2_Q4_wt",2023,4,39.32,10.8217,35.8426
"h=0.85",12,"F12_JPLL_A2_Q4_wt",2024,4,34.36,9.45656,49.6283
"h=0.85",17,"F17_JPLL_A4_num",1995,3,2.03,0.558697,65.4949
"h=0.85",17,"F17_JPLL_A4_num",1995,4,0.42,0.115592,34.538
"h=0.85",17,"F17_JPLL_A4_num",1996,2,0.14,0.0385308,8.6145
"h=0.85",17,"F17_JPLL_A4_num",1999,4,3.6,0.990792,32.8243
"h=0.85",17,"F17_JPLL_A4_num",2000,1,2.9,0.798138,31.0478
"h=0.85",17,"F17_JPLL_A4_num",2000,2,8.06,2.21827,155.04
"h=0.85",17,"F17_JPLL_A4_num",2000,4,11.42,3.14301,33.8815
"h=0.85",17,"F17_JPLL_A4_num",2001,1,13.29,3.65767,39.1554
"h=0.85",17,"F17_JPLL_A4_num",2001,2,15.67,4.3127,38.9204
"h=0.85",17,"F17_JPLL_A4_num",2001,3,22.67,6.23924,139.152
"h=0.85",17,"F17_JPLL_A4_num",2001,4,32.09,8.83181,83.8328
"h=0.85",17,"F17_JPLL_A4_num",2002,1,15.24,4.19435,44.7465
"h=0.85",17,"F17_JPLL_A4_num",2002,2,10.55,2.90357,144.34
"h=0.85",17,"F17_JPLL_A4_num",2002,3,15.93,4.38425,67.7136
"h=0.85",17,"F17_JPLL_A4_num",2002,4,4.3,1.18345,143.563
"h=0.85",17,"F17_JPLL_A4_num",2003,1,13.87,3.8173,150.66
"h=0.85",17,"F17_JPLL_A4_num",2003,2,1.34,0.368795,6.82355
"h=0.85",17,"F17_JPLL_A4_num",2003,3,7.03,1.9348,29.0528
"h=0.85",17,"F17_JPLL_A4_num",2004,1,47.2,12.9904,80.9904
"h=0.85",17,"F17_JPLL_A4_num",2004,2,1.04,0.286229,17.0521
"h=0.85",17,"F17_JPLL_A4_num",2004,3,2.03,0.558697,186.625
"h=0.85",17,"F17_JPLL_A4_num",2005,1,15.99,4.40077,147.638
"h=0.85",17,"F17_JPLL_A4_num",2005,2,0.48,0.132106,12.8444
"h=0.85",17,"F17_JPLL_A4_num",2005,3,4.22,1.16143,124.489
"h=0.85",17,"F17_JPLL_A4_num",2005,4,1.68,0.46237,40.9486
"h=0.85",17,"F17_JPLL_A4_num",2006,1,17.57,4.83562,331.032
"h=0.85",17,"F17_JPLL_A4_num",2006,2,3.09,0.85043,42.3212
"h=0.85",17,"F17_JPLL_A4_num",2006,3,12.21,3.36044,92.4749
"h=0.85",17,"F17_JPLL_A4_num",2006,4,7.97,2.1935,92.6628
"h=0.85",17,"F17_JPLL_A4_num",2007,1,8.21,2.25956,83.0823
"h=0.85",17,"F17_JPLL_A4_num",2007,2,0.47,0.129353,26.5577
"h=0.85",17,"F17_JPLL_A4_num",2007,3,2.18,0.59998,104.897
"h=0.85",17,"F17_JPLL_A4_num",2008,1,14.12,3.88611,56.5326
"h=0.85",17,"F17_JPLL_A4_num",2008,2,1.98,0.544936,34.8246
"h=0.85",17,"F17_JPLL_A4_num",2008,3,2.53,0.696307,68.8999
"h=0.85",17,"F17_JPLL_A4_num",2008,4,5.55,1.52747,101.617
"h=0.85",17,"F17_JPLL_A4_num",2009,1,2.13,0.586219,51.7754
"h=0.85",17,"F17_JPLL_A4_num",2009,3,1.57,0.432095,74.948
"h=0.85",17,"F17_JPLL_A4_num",2010,1,0.12,0.0330264,4.55159
"h=0.85",17,"F17_JPLL_A4_num",2010,2,0.17,0.0467874,1.81335
"h=0.85",17,"F17_JPLL_A4_num",2010,3,1.08,0.297238,16.752
"h=0.85",17,"F17_JPLL_A4_num",2010,4,1.5,0.41283,71.9618
"h=0.85",17,"F17_JPLL_A4_num",2011,1,1.25,0.344025,115.397
"h=0.85",17,"F17_JPLL_A4_num",2011,3,34.8,9.57766,100.05
"h=0.85",17,"F17_JPLL_A4_num",2011,4,10.99,3.02467,18.9341
"h=0.85",17,"F17_JPLL_A4_num",2012,1,2.47,0.679793,39.1387
"h=0.85",17,"F17_JPLL_A4_num",2012,2,0.46,0.126601,15.9227
"h=0.85",17,"F17_JPLL_A4_num",2012,3,30.46,8.3832,286.23
"h=0.85",17,"F17_JPLL_A4_num",2012,4,5.12,1.40913,101.927
"h=0.85",17,"F17_JPLL_A4_num",2013,1,0.16,0.0440352,9.37385
"h=0.85",17,"F17_JPLL_A4_num",2013,2,2.78,0.765112,30.8108
"h=0.85",17,"F17_JPLL_A4_num",2013,3,4.65,1.27977,50.8815
"h=0.85",17,"F17_JPLL_A4_num",2014,1,0.12,0.0330264,5.13931
"h=0.85",17,"F17_JPLL_A4_num",2014,2,3.33,0.916483,16.4052
"h=0.85",17,"F17_JPLL_A4_num",2014,4,2.81,0.773368,213.224
"h=0.85",17,"F17_JPLL_A4_num",2015,3,4.88,1.34307,132.722
"h=0.85",17,"F17_JPLL_A4_num",2015,4,3.86,1.06235,20.4194
"h=0.85",17,"F17_JPLL_A4_num",2016,2,10.62,2.92284,277.121
"h=0.85",17,"F17_JPLL_A4_num",2016,3,12.62,3.47328,166.303
"h=0.85",17,"F17_JPLL_A4_num",2017,3,26.34,7.24929,176.416
"h=0.85",17,"F17_JPLL_A4_num",2017,4,2.26,0.621997,60.0901
"h=0.85",17,"F17_JPLL_A4_num",2018,2,0.4,0.110088,60.8937
"h=0.85",17,"F17_JPLL_A4_num",2018,3,1.2,0.330264,30.0086
"h=0.85",17,"F17_JPLL_A4_num",2019,1,0.26,0.0715572,7.07197
"h=0.85",17,"F17_JPLL_A4_num",2019,2,0.13,0.0357786,16.593
"h=0.85",17,"F17_JPLL_A4_num",2019,3,15.91,4.37875,199.599
"h=0.85",17,"F17_JPLL_A4_num",2019,4,9.43,2.59532,137.037
"h=0.85",17,"F17_JPLL_A4_num",2020,2,0.15,0.041283,12.2303
"h=0.85",17,"F17_JPLL_A4_num",2020,3,2.94,0.809147,36.5719
"h=0.85",17,"F17_JPLL_A4_num",2023,2,0.12,0.0330264,3.31482
"h=0.85",17,"F17_JPLL_A4_num",2023,3,0.7,0.192654,10.8046
"h=0.85",17,"F17_JPLL_A4_num",2024,1,3.8,1.04584,11.5881
"h=0.85",17,"F17_JPLL_A4_num",2024,2,0.3,0.082566,8.3573
"h=0.85",18,"F18_JPLL_A5_num",1995,4,6.59,1.8137,65.695
"h=0.85",18,"F18_JPLL_A5_num",2003,4,7.85,2.16048,55.0633
"h=0.85",18,"F18_JPLL_A5_num",2004,2,0.33,0.0908226,32.2375
"h=0.85",18,"F18_JPLL_A5_num",2004,3,1.4,0.385308,31.7027
"h=0.85",18,"F18_JPLL_A5_num",2004,4,9.24,2.54303,140.551
"h=0.85",18,"F18_JPLL_A5_num",2005,4,1.95,0.536679,35.5871
"h=0.85",18,"F18_JPLL_A5_num",2006,4,0.94,0.258707,41.4129
"h=0.85",18,"F18_JPLL_A5_num",2007,4,1.73,0.476131,11.2668
"h=0.85",18,"F18_JPLL_A5_num",2008,4,0.55,0.151371,27.774
"h=0.85",18,"F18_JPLL_A5_num",2009,3,5.97,1.64306,29.823
"h=0.85",18,"F18_JPLL_A5_num",2011,3,0.6,0.165132,25.5358
"h=0.85",18,"F18_JPLL_A5_num",2011,4,1.82,0.5009,54.6082
"h=0.85",19,"F19_JPPL_A35_Q1",2002,1,1.48,0.407326,25.9793
"h=0.85",19,"F19_JPPL_A35_Q1",2004,1,24.27,6.67959,35.6866
"h=0.85",19,"F19_JPPL_A35_Q1",2005,1,6.62,1.82196,16.2096
"h=0.85",19,"F19_JPPL_A35_Q1",2007,1,0.13,0.0357786,7.95323
"h=0.85",19,"F19_JPPL_A35_Q1",2022,1,5.49,1.51096,6.8883
"h=0.85",19,"F19_JPPL_A35_Q1",2023,1,4.45,1.22473,21.4538
"h=0.85",20,"F20_JPPL_A35_Q2",1994,2,2.3,0.55384,2.65083
"h=0.85",20,"F20_JPPL_A35_Q2",1995,2,0.2,0.04816,4.86189
"h=0.85",20,"F20_JPPL_A35_Q2",1996,2,111.77,26.9142,18.7695
"h=0.85",20,"F20_JPPL_A35_Q2",1997,2,229.95,55.372,153.861
"h=0.85",20,"F20_JPPL_A35_Q2",1998,2,0.41,0.098728,3.85217
"h=0.85",20,"F20_JPPL_A35_Q2",1999,2,9,2.1672,24.3024
"h=0.85",20,"F20_JPPL_A35_Q2",2000,2,4.14,0.996912,3.07831
"h=0.85",20,"F20_JPPL_A35_Q2",2001,2,16.73,4.02858,8.16969
"h=0.85",20,"F20_JPPL_A35_Q2",2002,2,75.84,18.2623,33.1768
"h=0.85",20,"F20_JPPL_A35_Q2",2003,2,58.91,14.1855,99.4795
"h=0.85",20,"F20_JPPL_A35_Q2",2004,2,99.73,24.015,15.808
"h=0.85",20,"F20_JPPL_A35_Q2",2005,2,24.21,5.82977,12.9508
"h=0.85",20,"F20_JPPL_A35_Q2",2006,2,39.13,9.4225,62.8977
"h=0.85",20,"F20_JPPL_A35_Q2",2007,2,68.31,16.449,58.242
"h=0.85",20,"F20_JPPL_A35_Q2",2008,2,45.87,11.0455,24.0504
"h=0.85",20,"F20_JPPL_A35_Q2",2009,2,82.08,19.7649,99.6583
"h=0.85",20,"F20_JPPL_A35_Q2",2010,2,49.92,12.0207,45.4226
"h=0.85",20,"F20_JPPL_A35_Q2",2011,2,26.14,6.29451,27.2617
